component_id,component_name,component_type,sku,tier_level,supplier_id,supplier_name,supplier_country,annual_volume,unit_cost_usd,lead_time_days,is_single_source,critical_component
COMP-1034,Data Cable v3,cable,SKU-CAB-01034,1,supplier_207,NexGen JAP-207,Japan,418311,0.71,16,0,0
COMP-1035,Coaxial Cable v4,cable,SKU-CAB-01035,3,supplier_401,GlobalParts IND-401,India,421001,1.06,10,0,0
COMP-1036,USB-C Port v2,connector,SKU-CON-01036,2,supplier_019,StarComp USA-019,USA,334055,2.19,20,1,0
COMP-1037,RF Cable v2,cable,SKU-CAB-01037,3,supplier_498,ApexManuf CHI-498,China,92055,1.73,13,0,0
COMP-1038,Aluminum Chassis v1,housing,SKU-HOU-01038,3,supplier_369,StarComp CHI-369,China,485704,12.27,40,0,0
COMP-1039,Bluetooth IC v4,ic_chip,SKU-IC_-01039,2,supplier_410,TechMfg CHI-410,China,169747,1.23,30,0,0
COMP-1040,Power Wire v1,cable,SKU-CAB-01040,2,supplier_313,UniComp CHI-313,China,303252,1.32,20,0,0
COMP-1041,Plastic Shell v4,housing,SKU-HOU-01041,2,supplier_207,NexGen JAP-207,Japan,342636,8.68,38,0,0
COMP-1042,Telephoto Module v2,camera_module,SKU-CAM-01042,2,supplier_364,EliteMfg GER-364,Germany,386199,18.76,80,0,0
COMP-1043,Board-to-Board v4,connector,SKU-CON-01043,1,supplier_257,NexGen SOU-257,South Korea,322241,2.16,23,1,0
COMP-1044,Flex PCB v3,pcb,SKU-PCB-01044,1,supplier_397,NexGen CHI-397,China,209712,9.42,20,1,0
COMP-1045,HDMI Connector v3,connector,SKU-CON-01045,3,supplier_348,ApexManuf VIE-348,Vietnam,239974,0.56,24,0,0
COMP-1046,Sub-PCB v2,pcb,SKU-PCB-01046,2,supplier_080,TechMfg SOU-080,South Korea,364364,13.61,21,0,0
COMP-1047,Frame v2,housing,SKU-HOU-01047,1,supplier_336,PrimeParts USA-336,USA,411575,9.97,24,0,0
COMP-1048,Telephoto Module v1,camera_module,SKU-CAM-01048,3,supplier_049,StarComp SOU-049,South Korea,443393,76.27,61,0,0
COMP-1049,NAND Flash v2,semiconductor,SKU-SEM-01049,1,supplier_189,StarComp CHI-189,China,306502,45.83,65,0,0
COMP-1050,OLED Display v1,display,SKU-DIS-01050,3,supplier_445,CoreTech TAI-445,Taiwan,437873,16.51,43,0,0
COMP-1051,Audio Codec v3,ic_chip,SKU-IC_-01051,3,supplier_498,ApexManuf CHI-498,China,50513,2.59,22,0,0
COMP-1052,Mainboard PCB v3,pcb,SKU-PCB-01052,2,supplier_411,GlobalParts CHI-411,China,330833,14.31,30,0,0
COMP-1053,Bluetooth IC v2,ic_chip,SKU-IC_-01053,1,supplier_301,GlobalParts CHI-301,China,144024,7.37,66,0,0
COMP-1054,NFC Chip v3,ic_chip,SKU-IC_-01054,3,supplier_167,NexGen CHI-167,China,234618,1.37,71,0,0
COMP-1055,Li-Ion Cell v3,battery_cell,SKU-BAT-01055,1,supplier_319,StarComp VIE-319,Vietnam,288547,16.48,25,0,0
COMP-1056,NAND Flash v1,semiconductor,SKU-SEM-01056,2,supplier_239,StarComp CHI-239,China,220138,57.29,58,0,0
COMP-1057,Bluetooth IC v1,ic_chip,SKU-IC_-01057,1,supplier_156,PrimeParts SOU-156,South Korea,247521,9.6,75,0,0
COMP-1058,HDMI Connector v2,connector,SKU-CON-01058,1,supplier_022,PrecisionCo CHI-022,China,239622,2.54,10,0,1
COMP-1059,Wi-Fi IC v1,ic_chip,SKU-IC_-01059,2,supplier_484,EliteMfg JAP-484,Japan,161106,8.49,57,0,0
COMP-1060,Aluminum Chassis v3,housing,SKU-HOU-01060,1,supplier_389,StarComp GER-389,Germany,71533,8.17,40,1,0
COMP-1061,Wi-Fi IC v1,ic_chip,SKU-IC_-01061,1,supplier_417,NexGen MAL-417,Malaysia,351592,8.0,30,0,0
COMP-1062,Data Cable v2,cable,SKU-CAB-01062,2,supplier_441,GlobalParts MEX-441,Mexico,68691,0.59,16,0,0
COMP-1063,Accelerometer v3,sensor,SKU-SEN-01063,1,supplier_481,GlobalParts CHI-481,China,276878,5.82,38,0,0
COMP-1064,Front Camera v3,camera_module,SKU-CAM-01064,2,supplier_298,ApexManuf TAI-298,Taiwan,441327,131.63,77,0,0
COMP-1065,LiPo Pack v3,battery_cell,SKU-BAT-01065,1,supplier_233,UniComp CHI-233,China,69922,29.3,50,0,0
COMP-1066,FPC Connector v2,connector,SKU-CON-01066,3,supplier_085,CoreTech SOU-085,South Korea,364907,2.64,26,0,0
COMP-1067,Li-Ion Cell v1,battery_cell,SKU-BAT-01067,1,supplier_497,NexGen CHI-497,China,427122,24.69,33,0,1
COMP-1068,DRAM Module v1,semiconductor,SKU-SEM-01068,1,supplier_277,NexGen TAI-277,Taiwan,284102,52.79,74,0,0
COMP-1069,Audio Codec v1,ic_chip,SKU-IC_-01069,2,supplier_347,NexGen IND-347,India,399591,8.18,31,1,0
COMP-1070,RF Cable v2,cable,SKU-CAB-01070,1,supplier_133,UniComp CHI-133,China,269256,0.74,17,0,0
COMP-1071,Proximity Sensor v4,sensor,SKU-SEN-01071,2,supplier_174,EliteMfg JAP-174,Japan,253682,1.39,35,0,0
COMP-1072,Plastic Shell v1,housing,SKU-HOU-01072,2,supplier_321,GlobalParts CHI-321,China,42933,10.19,16,0,0
COMP-1073,HDMI Connector v4,connector,SKU-CON-01073,1,supplier_008,ApexManuf SOU-008,South Korea,491804,0.97,18,0,1
COMP-1074,NFC Chip v1,ic_chip,SKU-IC_-01074,2,supplier_121,GlobalParts TAI-121,Taiwan,69133,6.25,41,0,0
COMP-1075,Wide-Angle v2,camera_module,SKU-CAM-01075,1,supplier_193,UniComp SOU-193,South Korea,368918,149.36,62,0,0
COMP-1076,LED Array v3,display,SKU-DIS-01076,2,supplier_111,GlobalParts CHI-111,China,181556,23.43,51,0,0
COMP-1077,FPGA Chip v4,semiconductor,SKU-SEM-01077,2,supplier_251,GlobalParts CHI-251,China,126316,27.59,107,0,0
COMP-1078,Telephoto Module v3,camera_module,SKU-CAM-01078,1,supplier_184,EliteMfg SOU-184,South Korea,202072,143.0,53,0,0
COMP-1079,Bluetooth IC v3,ic_chip,SKU-IC_-01079,2,supplier_055,CoreTech TAI-055,Taiwan,341557,9.09,88,0,0
COMP-1080,NFC Chip v1,ic_chip,SKU-IC_-01080,2,supplier_189,StarComp CHI-189,China,468192,8.63,78,0,0
COMP-1081,Board-to-Board v3,connector,SKU-CON-01081,1,supplier_228,ApexManuf TAI-228,Taiwan,297851,0.51,20,0,0
COMP-1082,Aluminum Chassis v1,housing,SKU-HOU-01082,2,supplier_250,TechMfg CHI-250,China,490984,11.85,41,1,0
COMP-1083,Power IC v2,semiconductor,SKU-SEM-01083,2,supplier_381,GlobalParts CHI-381,China,460162,50.46,45,0,0
COMP-1084,Aluminum Chassis v3,housing,SKU-HOU-01084,1,supplier_030,TechMfg TAI-030,Taiwan,223012,11.29,40,0,0
COMP-1085,Light Sensor v2,sensor,SKU-SEN-01085,3,supplier_490,TechMfg SOU-490,South Korea,366454,17.63,20,0,0
COMP-1086,LED Array v1,display,SKU-DIS-01086,1,supplier_436,PrimeParts CHI-436,China,363369,111.24,37,0,0
COMP-1087,Li-Ion Cell v2,battery_cell,SKU-BAT-01087,2,supplier_185,CoreTech TAI-185,Taiwan,130145,4.8,25,0,0
COMP-1088,Audio Codec v2,ic_chip,SKU-IC_-01088,3,supplier_439,StarComp CHI-439,China,86979,2.28,40,0,1
COMP-1089,Data Cable v2,cable,SKU-CAB-01089,1,supplier_227,NexGen USA-227,USA,375469,1.99,18,0,0
COMP-1090,Proximity Sensor v2,sensor,SKU-SEN-01090,1,supplier_195,CoreTech MAL-195,Malaysia,286535,5.69,18,0,0
COMP-1091,Flex PCB v3,pcb,SKU-PCB-01091,2,supplier_216,PrimeParts CHI-216,China,27817,6.41,41,0,1
COMP-1092,Li-Ion Cell v2,battery_cell,SKU-BAT-01092,1,supplier_020,TechMfg TAI-020,Taiwan,329857,73.31,43,0,0
COMP-1093,LED Array v3,display,SKU-DIS-01093,2,supplier_318,ApexManuf JAP-318,Japan,141178,51.16,39,1,1
COMP-1094,Data Cable v4,cable,SKU-CAB-01094,2,supplier_436,PrimeParts CHI-436,China,397098,0.58,10,0,0
COMP-1095,Aluminum Chassis v2,housing,SKU-HOU-01095,1,supplier_460,TechMfg CHI-460,China,212215,3.15,14,0,0
COMP-1096,LED Array v1,display,SKU-DIS-01096,2,supplier_262,PrecisionCo CHI-262,China,327107,12.9,51,1,0
COMP-1097,LED Array v1,display,SKU-DIS-01097,1,supplier_096,PrimeParts CHI-096,China,58944,14.58,64,0,0
COMP-1098,Wi-Fi IC v3,ic_chip,SKU-IC_-01098,2,supplier_401,GlobalParts IND-401,India,54974,3.55,37,0,0
COMP-1099,FPGA Chip v3,semiconductor,SKU-SEM-01099,1,supplier_034,EliteMfg TAI-034,Taiwan,25926,48.95,91,0,0
COMP-1100,LED Array v3,display,SKU-DIS-01100,1,supplier_188,ApexManuf CHI-188,China,27913,78.41,62,1,0
COMP-1101,USB-C Port v3,connector,SKU-CON-01101,1,supplier_277,NexGen TAI-277,Taiwan,273914,2.51,27,0,0
COMP-1102,Gyroscope v4,sensor,SKU-SEN-01102,3,supplier_484,EliteMfg JAP-484,Japan,1705,7.67,20,0,0
COMP-1103,NFC Chip v3,ic_chip,SKU-IC_-01103,1,supplier_043,UniComp JAP-043,Japan,239971,9.53,39,0,0
COMP-1104,Plastic Shell v1,housing,SKU-HOU-01104,1,supplier_382,PrecisionCo VIE-382,Vietnam,333641,13.02,18,0,0
COMP-1105,Mainboard PCB v1,pcb,SKU-PCB-01105,1,supplier_028,ApexManuf USA-028,USA,66646,9.2,35,0,1
COMP-1106,Wi-Fi IC v1,ic_chip,SKU-IC_-01106,1,supplier_159,StarComp TAI-159,Taiwan,485029,5.39,21,0,0
COMP-1107,NAND Flash v1,semiconductor,SKU-SEM-01107,2,supplier_144,EliteMfg TAI-144,Taiwan,155944,21.81,100,0,0
COMP-1108,LiPo Pack v4,battery_cell,SKU-BAT-01108,3,supplier_124,EliteMfg TAI-124,Taiwan,327045,18.94,28,0,0
COMP-1109,OLED Display v3,display,SKU-DIS-01109,1,supplier_095,CoreTech GER-095,Germany,390990,78.62,35,0,0
COMP-1110,Battery Module v3,battery_cell,SKU-BAT-01110,2,supplier_326,PrimeParts CHI-326,China,365966,82.9,34,0,0
COMP-1111,Coaxial Cable v4,cable,SKU-CAB-01111,2,supplier_403,UniComp CHI-403,China,100112,0.57,12,0,0
COMP-1112,Data Cable v1,cable,SKU-CAB-01112,2,supplier_049,StarComp SOU-049,South Korea,255916,0.02,7,0,0
COMP-1113,Board-to-Board v1,connector,SKU-CON-01113,2,supplier_345,CoreTech GER-345,Germany,460508,1.73,15,0,0
COMP-1114,Power Cell v4,battery_cell,SKU-BAT-01114,2,supplier_327,NexGen CHI-327,China,367779,33.08,39,0,0
COMP-1115,FPGA Chip v3,semiconductor,SKU-SEM-01115,2,supplier_491,GlobalParts VIE-491,Vietnam,281219,34.82,74,0,0
COMP-1116,Gyroscope v1,sensor,SKU-SEN-01116,2,supplier_496,PrimeParts TAI-496,Taiwan,295837,7.74,30,0,0
COMP-1117,Bluetooth IC v1,ic_chip,SKU-IC_-01117,2,supplier_019,StarComp USA-019,USA,194124,6.64,77,0,0
COMP-1118,Main Camera v1,camera_module,SKU-CAM-01118,2,supplier_365,CoreTech CHI-365,China,65402,97.2,46,0,0
COMP-1119,Proximity Sensor v1,sensor,SKU-SEN-01119,1,supplier_420,TechMfg TAI-420,Taiwan,439331,9.98,23,0,0
COMP-1120,Accelerometer v1,sensor,SKU-SEN-01120,2,supplier_208,ApexManuf MAL-208,Malaysia,303063,9.47,20,0,1
COMP-1121,Audio Codec v1,ic_chip,SKU-IC_-01121,2,supplier_253,UniComp CHI-253,China,155315,1.94,60,0,0
COMP-1122,Li-Ion Cell v4,battery_cell,SKU-BAT-01122,1,supplier_339,StarComp CHI-339,China,40010,5.73,32,0,0
COMP-1123,LED Array v3,display,SKU-DIS-01123,2,supplier_017,NexGen TAI-017,Taiwan,172863,73.85,53,0,0
COMP-1124,Wi-Fi IC v2,ic_chip,SKU-IC_-01124,2,supplier_078,ApexManuf CHI-078,China,173802,2.04,69,0,0
COMP-1125,Plastic Shell v2,housing,SKU-HOU-01125,1,supplier_223,UniComp JAP-223,Japan,138268,2.62,32,0,0
COMP-1126,Back Cover v3,housing,SKU-HOU-01126,2,supplier_057,NexGen TAI-057,Taiwan,77935,7.06,23,0,0
COMP-1127,Sub-PCB v2,pcb,SKU-PCB-01127,2,supplier_454,EliteMfg CHI-454,China,481531,6.42,40,0,0
COMP-1128,Sub-PCB v1,pcb,SKU-PCB-01128,2,supplier_038,ApexManuf USA-038,USA,412948,21.12,35,0,1
COMP-1129,Flex PCB v4,pcb,SKU-PCB-01129,1,supplier_321,GlobalParts CHI-321,China,213461,20.0,15,0,0
COMP-1130,LCD Panel v3,display,SKU-DIS-01130,3,supplier_046,PrimeParts MEX-046,Mexico,315921,75.87,88,0,0
COMP-1131,LiPo Pack v1,battery_cell,SKU-BAT-01131,1,supplier_417,NexGen MAL-417,Malaysia,232172,34.06,38,0,0
COMP-1132,Power Cell v3,battery_cell,SKU-BAT-01132,2,supplier_460,TechMfg CHI-460,China,412920,44.95,25,0,0
COMP-1133,Accelerometer v1,sensor,SKU-SEN-01133,1,supplier_443,UniComp CHI-443,China,329409,14.24,16,0,0
COMP-1134,Gyroscope v2,sensor,SKU-SEN-01134,1,supplier_420,TechMfg TAI-420,Taiwan,78843,1.23,51,0,0
COMP-1135,LCD Panel v4,display,SKU-DIS-01135,1,supplier_231,GlobalParts TAI-231,Taiwan,308419,7.97,66,0,0
COMP-1136,NAND Flash v2,semiconductor,SKU-SEM-01136,1,supplier_364,EliteMfg GER-364,Germany,328791,60.24,94,0,0
COMP-1137,Mainboard PCB v2,pcb,SKU-PCB-01137,1,supplier_385,CoreTech CHI-385,China,378573,3.08,26,0,1
COMP-1138,Audio Codec v1,ic_chip,SKU-IC_-01138,2,supplier_281,GlobalParts CHI-281,China,105794,3.41,88,0,0
COMP-1139,Board-to-Board v3,connector,SKU-CON-01139,3,supplier_360,TechMfg JAP-360,Japan,428288,2.97,28,0,0
COMP-1140,Main Camera v1,camera_module,SKU-CAM-01140,3,supplier_399,StarComp CHI-399,China,467401,49.04,69,0,1
COMP-1141,Rigid-Flex PCB v4,pcb,SKU-PCB-01141,2,supplier_103,UniComp USA-103,USA,422012,4.88,30,0,1
COMP-1142,FPC Connector v4,connector,SKU-CON-01142,2,supplier_045,CoreTech CHI-045,China,223824,1.08,27,0,0
COMP-1143,FPGA Chip v4,semiconductor,SKU-SEM-01143,3,supplier_079,StarComp TAI-079,Taiwan,21194,13.06,117,0,0
COMP-1144,Touch Screen v1,display,SKU-DIS-01144,2,supplier_253,UniComp CHI-253,China,175424,61.21,73,0,0
COMP-1145,Telephoto Module v4,camera_module,SKU-CAM-01145,1,supplier_116,PrimeParts TAI-116,Taiwan,368478,25.39,82,0,0
COMP-1146,Telephoto Module v2,camera_module,SKU-CAM-01146,3,supplier_093,UniComp USA-093,USA,373891,66.43,65,0,0
COMP-1147,DRAM Module v2,semiconductor,SKU-SEM-01147,3,supplier_219,StarComp TAI-219,Taiwan,134485,38.09,83,0,0
COMP-1148,Coaxial Cable v4,cable,SKU-CAB-01148,2,supplier_190,TechMfg CHI-190,China,280965,0.31,12,0,0
COMP-1149,Back Cover v3,housing,SKU-HOU-01149,3,supplier_437,NexGen TAI-437,Taiwan,46942,7.05,42,1,0
COMP-1150,Sub-PCB v4,pcb,SKU-PCB-01150,3,supplier_319,StarComp VIE-319,Vietnam,210171,12.88,37,0,0
COMP-1151,Proximity Sensor v4,sensor,SKU-SEN-01151,3,supplier_387,NexGen CHI-387,China,51641,8.95,49,0,0
COMP-1152,Gyroscope v4,sensor,SKU-SEN-01152,1,supplier_250,TechMfg CHI-250,China,210750,10.41,58,0,0
COMP-1153,Data Cable v3,cable,SKU-CAB-01153,2,supplier_175,CoreTech SOU-175,South Korea,460018,0.27,14,0,0
COMP-1154,Audio Codec v4,ic_chip,SKU-IC_-01154,2,supplier_180,TechMfg TAI-180,Taiwan,117708,5.58,35,0,1
COMP-1155,Touch Screen v2,display,SKU-DIS-01155,1,supplier_441,GlobalParts MEX-441,Mexico,156371,85.94,89,0,0
COMP-1156,Data Cable v3,cable,SKU-CAB-01156,1,supplier_103,UniComp USA-103,USA,336358,0.59,20,0,0
COMP-1157,Data Cable v3,cable,SKU-CAB-01157,3,supplier_353,UniComp CHI-353,China,182929,1.51,16,0,0
COMP-1158,Main Camera v1,camera_module,SKU-CAM-01158,1,supplier_439,StarComp CHI-439,China,72057,146.67,37,0,0
COMP-1159,USB-C Port v2,connector,SKU-CON-01159,2,supplier_069,StarComp CHI-069,China,492652,0.44,14,0,0
COMP-1160,FPC Connector v1,connector,SKU-CON-01160,2,supplier_380,TechMfg CHI-380,China,232072,1.69,10,0,0
COMP-1161,Frame v4,housing,SKU-HOU-01161,1,supplier_081,GlobalParts VIE-081,Vietnam,53803,8.11,14,0,0
COMP-1162,LCD Panel v1,display,SKU-DIS-01162,3,supplier_363,UniComp CHI-363,China,56191,79.65,42,0,0
COMP-1163,LCD Panel v2,display,SKU-DIS-01163,2,supplier_010,TechMfg CHI-010,China,263557,113.88,56,0,0
COMP-1164,Back Cover v4,housing,SKU-HOU-01164,2,supplier_079,StarComp TAI-079,Taiwan,159632,13.23,20,1,0
COMP-1165,Telephoto Module v1,camera_module,SKU-CAM-01165,2,supplier_171,GlobalParts CHI-171,China,347594,119.6,70,0,0
COMP-1166,Li-Ion Cell v4,battery_cell,SKU-BAT-01166,1,supplier_012,PrecisionCo MEX-012,Mexico,116299,43.6,36,0,1
COMP-1167,Wi-Fi IC v4,ic_chip,SKU-IC_-01167,2,supplier_206,PrimeParts CHI-206,China,158658,9.17,28,0,0
COMP-1168,Back Cover v3,housing,SKU-HOU-01168,2,supplier_195,CoreTech MAL-195,Malaysia,434530,12.89,24,0,0
COMP-1169,Battery Module v3,battery_cell,SKU-BAT-01169,3,supplier_248,ApexManuf TAI-248,Taiwan,313821,73.71,54,0,0
COMP-1170,RF Cable v1,cable,SKU-CAB-01170,2,supplier_077,NexGen CHI-077,China,255217,1.37,14,0,0
COMP-1171,Board-to-Board v1,connector,SKU-CON-01171,1,supplier_148,ApexManuf CHI-148,China,461717,0.86,18,0,1
COMP-1172,Battery Module v4,battery_cell,SKU-BAT-01172,2,supplier_374,EliteMfg CHI-374,China,49770,47.41,49,1,0
COMP-1173,FPGA Chip v4,semiconductor,SKU-SEM-01173,2,supplier_113,UniComp TAI-113,Taiwan,166248,22.06,99,0,0
COMP-1174,MCU Unit v2,semiconductor,SKU-SEM-01174,1,supplier_428,ApexManuf USA-428,USA,430160,76.36,100,1,0
COMP-1175,Light Sensor v4,sensor,SKU-SEN-01175,2,supplier_201,GlobalParts CHI-201,China,382564,11.58,60,1,0
COMP-1176,Aluminum Chassis v1,housing,SKU-HOU-01176,2,supplier_023,UniComp CHI-023,China,130457,4.08,27,0,0
COMP-1177,Sub-PCB v3,pcb,SKU-PCB-01177,2,supplier_379,StarComp CHI-379,China,495623,18.64,41,0,0
COMP-1178,Power IC v3,semiconductor,SKU-SEM-01178,1,supplier_445,CoreTech TAI-445,Taiwan,7401,2.62,95,0,0
COMP-1179,Power Cell v2,battery_cell,SKU-BAT-01179,2,supplier_131,GlobalParts TAI-131,Taiwan,166386,16.96,54,1,0
COMP-1180,Board-to-Board v1,connector,SKU-CON-01180,2,supplier_007,NexGen CHI-007,China,126790,1.15,18,0,0
COMP-1181,Battery Module v3,battery_cell,SKU-BAT-01181,1,supplier_458,ApexManuf SOU-458,South Korea,132589,79.34,44,1,0
COMP-1182,Audio Codec v1,ic_chip,SKU-IC_-01182,3,supplier_021,GlobalParts TAI-021,Taiwan,125567,5.93,24,0,0
COMP-1183,Coaxial Cable v4,cable,SKU-CAB-01183,1,supplier_394,EliteMfg TAI-394,Taiwan,390116,1.51,9,0,0
COMP-1184,Li-Ion Cell v1,battery_cell,SKU-BAT-01184,2,supplier_235,CoreTech TAI-235,Taiwan,452836,21.32,47,0,0
COMP-1185,HDMI Connector v1,connector,SKU-CON-01185,2,supplier_485,CoreTech TAI-485,Taiwan,178794,0.7,8,0,0
COMP-1186,OLED Display v1,display,SKU-DIS-01186,1,supplier_500,TechMfg TAI-500,Taiwan,135960,63.99,31,0,0
COMP-1187,Li-Ion Cell v2,battery_cell,SKU-BAT-01187,3,supplier_138,ApexManuf CHI-138,China,153792,7.41,49,0,0
COMP-1188,Plastic Shell v3,housing,SKU-HOU-01188,1,supplier_086,PrimeParts JAP-086,Japan,472941,7.83,32,0,0
COMP-1189,NFC Chip v2,ic_chip,SKU-IC_-01189,1,supplier_447,NexGen CHI-447,China,77922,5.23,85,0,0
COMP-1190,Front Camera v1,camera_module,SKU-CAM-01190,1,supplier_423,UniComp JAP-423,Japan,26316,111.03,64,0,0
COMP-1191,Bluetooth IC v2,ic_chip,SKU-IC_-01191,1,supplier_432,PrecisionCo JAP-432,Japan,42596,0.88,79,0,1
COMP-1192,RF Cable v1,cable,SKU-CAB-01192,3,supplier_191,GlobalParts SOU-191,South Korea,350025,1.75,9,0,0
COMP-1193,Main Camera v1,camera_module,SKU-CAM-01193,1,supplier_227,NexGen USA-227,USA,55077,142.2,37,1,0
COMP-1194,Plastic Shell v4,housing,SKU-HOU-01194,2,supplier_346,PrimeParts CHI-346,China,381562,9.44,30,0,0
COMP-1195,Light Sensor v2,sensor,SKU-SEN-01195,2,supplier_350,TechMfg CHI-350,China,449406,12.32,44,0,0
COMP-1196,HDMI Connector v1,connector,SKU-CON-01196,2,supplier_313,UniComp CHI-313,China,469656,2.91,25,0,1
COMP-1197,Power IC v2,semiconductor,SKU-SEM-01197,2,supplier_411,GlobalParts CHI-411,China,305441,15.07,101,0,0
COMP-1198,HDMI Connector v3,connector,SKU-CON-01198,1,supplier_129,StarComp TAI-129,Taiwan,15946,2.6,30,0,0
COMP-1199,FPC Connector v3,connector,SKU-CON-01199,2,supplier_128,ApexManuf JAP-128,Japan,203931,2.42,17,0,0
COMP-1200,Audio Codec v4,ic_chip,SKU-IC_-01200,1,supplier_175,CoreTech SOU-175,South Korea,448339,1.02,39,0,0
COMP-1201,DRAM Module v3,semiconductor,SKU-SEM-01201,1,supplier_009,StarComp CHI-009,China,499202,13.63,65,1,0
COMP-1202,Coaxial Cable v1,cable,SKU-CAB-01202,3,supplier_053,UniComp CHI-053,China,55351,0.23,10,0,1
COMP-1203,USB-C Port v2,connector,SKU-CON-01203,1,supplier_358,ApexManuf GER-358,Germany,212468,0.38,19,0,0
COMP-1204,LED Array v3,display,SKU-DIS-01204,2,supplier_063,UniComp CHI-063,China,91012,33.16,81,0,0
COMP-1205,DRAM Module v3,semiconductor,SKU-SEM-01205,1,supplier_405,CoreTech TAI-405,Taiwan,124807,34.81,45,0,0
COMP-1206,Main Camera v1,camera_module,SKU-CAM-01206,2,supplier_455,CoreTech TAI-455,Taiwan,261076,38.22,65,0,0
COMP-1207,FPC Connector v3,connector,SKU-CON-01207,1,supplier_339,StarComp CHI-339,China,313420,1.76,28,0,0
COMP-1208,Power Cell v2,battery_cell,SKU-BAT-01208,1,supplier_132,PrecisionCo TAI-132,Taiwan,463237,72.07,49,0,0
COMP-1209,DRAM Module v3,semiconductor,SKU-SEM-01209,3,supplier_012,PrecisionCo MEX-012,Mexico,297268,27.78,60,0,0
COMP-1210,Proximity Sensor v1,sensor,SKU-SEN-01210,1,supplier_050,TechMfg JAP-050,Japan,150179,18.37,15,0,0
COMP-1211,OLED Display v3,display,SKU-DIS-01211,3,supplier_331,GlobalParts TAI-331,Taiwan,315083,65.39,70,0,0
COMP-1212,Battery Module v4,battery_cell,SKU-BAT-01212,2,supplier_189,StarComp CHI-189,China,392706,71.56,59,1,1
COMP-1213,LiPo Pack v2,battery_cell,SKU-BAT-01213,3,supplier_167,NexGen CHI-167,China,163626,76.91,26,0,0
COMP-1214,Bluetooth IC v3,ic_chip,SKU-IC_-01214,3,supplier_358,ApexManuf GER-358,Germany,476281,2.0,54,0,0
COMP-1215,Power Wire v1,cable,SKU-CAB-01215,1,supplier_184,EliteMfg SOU-184,South Korea,319578,0.88,14,0,0
COMP-1216,Telephoto Module v1,camera_module,SKU-CAM-01216,2,supplier_069,StarComp CHI-069,China,498111,15.05,84,0,0
COMP-1217,OLED Display v3,display,SKU-DIS-01217,3,supplier_331,GlobalParts TAI-331,Taiwan,246866,99.82,66,0,0
COMP-1218,Aluminum Chassis v2,housing,SKU-HOU-01218,3,supplier_177,NexGen JAP-177,Japan,401593,8.59,42,0,0
COMP-1219,Sub-PCB v3,pcb,SKU-PCB-01219,1,supplier_226,PrimeParts CHI-226,China,96727,20.64,42,0,1
COMP-1220,HDMI Connector v1,connector,SKU-CON-01220,1,supplier_140,TechMfg TAI-140,Taiwan,240390,2.18,9,0,0
COMP-1221,Back Cover v4,housing,SKU-HOU-01221,2,supplier_118,ApexManuf CHI-118,China,240355,2.27,45,1,0
COMP-1222,HDMI Connector v4,connector,SKU-CON-01222,1,supplier_248,ApexManuf TAI-248,Taiwan,217406,1.84,19,0,0
COMP-1223,Mainboard PCB v1,pcb,SKU-PCB-01223,3,supplier_078,ApexManuf CHI-078,China,441616,16.13,23,0,0
COMP-1224,FPGA Chip v2,semiconductor,SKU-SEM-01224,2,supplier_420,TechMfg TAI-420,Taiwan,203159,50.39,108,0,1
COMP-1225,HDMI Connector v4,connector,SKU-CON-01225,1,supplier_197,NexGen CHI-197,China,196283,0.43,17,0,0
COMP-1226,HDMI Connector v1,connector,SKU-CON-01226,1,supplier_195,CoreTech MAL-195,Malaysia,125579,2.27,13,1,0
COMP-1227,MCU Unit v3,semiconductor,SKU-SEM-01227,2,supplier_404,EliteMfg MEX-404,Mexico,380524,63.89,109,0,0
COMP-1228,Mainboard PCB v3,pcb,SKU-PCB-01228,1,supplier_489,StarComp JAP-489,Japan,458302,20.02,33,0,0
COMP-1229,HDMI Connector v2,connector,SKU-CON-01229,1,supplier_300,TechMfg CHI-300,China,152886,0.07,8,1,0
COMP-1230,Wi-Fi IC v2,ic_chip,SKU-IC_-01230,2,supplier_050,TechMfg JAP-050,Japan,44196,4.61,57,0,0
COMP-1231,Touch Screen v1,display,SKU-DIS-01231,1,supplier_009,StarComp CHI-009,China,14724,109.65,77,0,0
COMP-1232,Sub-PCB v4,pcb,SKU-PCB-01232,2,supplier_041,GlobalParts CHI-041,China,146624,10.93,42,0,0
COMP-1233,RF Cable v4,cable,SKU-CAB-01233,2,supplier_022,PrecisionCo CHI-022,China,297260,1.36,20,0,0
COMP-1234,Front Camera v4,camera_module,SKU-CAM-01234,3,supplier_322,PrecisionCo CHI-322,China,180150,124.76,59,0,0
COMP-1235,LiPo Pack v1,battery_cell,SKU-BAT-01235,2,supplier_175,CoreTech SOU-175,South Korea,446650,88.01,39,0,0
COMP-1236,MCU Unit v3,semiconductor,SKU-SEM-01236,1,supplier_193,UniComp SOU-193,South Korea,28068,29.04,86,0,0
COMP-1237,Back Cover v2,housing,SKU-HOU-01237,1,supplier_191,GlobalParts SOU-191,South Korea,290324,1.38,33,0,0
COMP-1238,Back Cover v1,housing,SKU-HOU-01238,2,supplier_253,UniComp CHI-253,China,320601,11.49,37,0,0
COMP-1239,Power Cell v2,battery_cell,SKU-BAT-01239,1,supplier_188,ApexManuf CHI-188,China,37899,53.62,49,0,0
COMP-1240,Touch Screen v1,display,SKU-DIS-01240,2,supplier_278,ApexManuf JAP-278,Japan,488303,68.91,41,1,0
